,0
1231,0
1232,0
1233,0
1234,0
1235,1
1236,0
1237,1
1238,3
1239,2
1240,1
1241,1
1242,3
1243,0
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,0
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,0
1276,2
1277,1
1278,0
1279,2
1280,0
1281,1
1282,1
1283,1
1284,0
1285,0
1286,1
1287,1
1288,1
1289,0
1290,0
1291,0
1292,3
1293,0
1294,0
1295,1
1296,0
1297,1
1298,1
1299,2
1300,1
1301,0
1302,1
1303,1
1304,2
1305,1
1306,1
1307,1
1308,1
1309,0
1310,2
1311,0
1312,1
1313,3
1314,0
1315,2
1316,1
1317,2
1318,0
1319,1
1320,1
1321,2
1322,0
1323,1
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,0
1331,0
1332,1
1333,0
1334,0
1335,1
1336,1
1337,1
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,0
1345,2
1346,1
1347,1
1348,1
1349,1
1350,0
1351,1
1352,1
1353,1
1354,0
1355,1
1356,0
1357,1
1358,0
1359,0
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,0
1367,1
1368,1
1369,0
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,0
1383,0
1384,1
1385,1
1386,0
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,0
1398,0
1399,0
1400,0
1401,2
1402,0
1403,2
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,0
1411,1
1412,1
1413,0
1414,1
1415,0
1416,0
1417,2
1418,1
1419,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,2
1426,1
1427,2
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,2
1435,1
1436,0
1437,1
1438,1
1439,0
1440,1
1441,0
1442,1
1443,1
1444,0
1445,0
1446,0
1447,0
1448,0
1449,1
1450,1
1451,1
1452,1
1453,0
1454,0
1455,0
1456,1
1457,0
1458,0
1459,1
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,2
1470,1
1471,1
1472,1
1473,0
1474,3
1475,1
1476,0
1477,0
1478,0
1479,0
1480,0
1481,1
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,0
1490,1
1491,1
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,0
1502,1
1503,2
1504,1
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,0
1512,1
1513,3
1514,0
1515,1
1516,2
1517,1
1518,1
1519,0
1520,0
1521,0
1522,1
1523,1
1524,0
1525,0
1526,1
1527,1
1528,1
1529,0
1530,1
1531,2
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,0
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,3
1550,0
1551,0
1552,1
1553,2
1554,1
1555,1
1556,1
1557,0
1558,0
1559,1
1560,0
1561,0
1562,1
1563,0
1564,2
1565,1
1566,2
1567,1
1568,2
1569,0
1570,2
1571,1
1572,1
1573,1
1574,1
1575,1
1576,0
1577,0
1578,2
1579,2
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,0
1590,1
1591,0
1592,1
1593,1
1594,1
1595,0
1596,0
1597,1
1598,0
1599,1
1600,0
1601,1
1602,1
1603,0
1604,1
1605,1
1606,1
1607,0
1608,0
1609,1
1610,2
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,3
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,1
1625,1
1626,1
1627,0
1628,1
1629,0
1630,1
1631,1
1632,2
1633,1
1634,0
1635,1
1636,1
1637,1
1638,0
1639,0
1640,0
1641,0
1642,0
1643,1
1644,0
1645,0
1646,1
1647,0
1648,1
1649,1
1650,2
1651,1
1652,0
1653,0
1654,0
1655,1
1656,1
1657,1
1658,1
1659,1
1660,0
1661,1
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,0
1669,1
1670,0
1671,1
1672,0
1673,0
1674,1
1675,2
1676,0
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,0
1693,0
1694,0
1695,0
1696,1
1697,0
1698,1
1699,1
1700,1
1701,0
1702,1
1703,1
1704,0
1705,1
1706,2
1707,1
1708,1
1709,0
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,1
1724,0
1725,1
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,2
1738,2
1739,1
1740,0
1741,0
1742,0
1743,0
1744,1
1745,1
1746,0
1747,1
1748,1
1749,1
1750,1
1751,1
1752,0
1753,3
1754,2
1755,0
1756,1
1757,2
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,0
1766,1
1767,0
1768,0
1769,1
1770,0
1771,1
1772,1
1773,1
1774,2
1775,0
1776,0
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,0
1784,2
1785,0
1786,1
1787,0
1788,3
1789,1
1790,0
1791,2
1792,1
1793,0
1794,0
1795,1
1796,1
1797,1
1798,0
1799,0
1800,1
1801,0
1802,1
1803,1
1804,2
1805,1
1806,0
1807,1
1808,1
1809,1
1810,0
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,1
1819,1
1820,1
1821,0
1822,0
1823,1
1824,1
1825,0
1826,1
1827,1
1828,0
1829,0
1830,1
1831,1
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,0
1845,1
1846,2
1847,1
1848,0
1849,0
1850,0
1851,1
1852,0
1853,0
1854,0
1855,0
1856,2
1857,0
1858,1
1859,0
1860,0
1861,0
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,1
1885,0
1886,1
1887,0
1888,0
1889,1
1890,1
1891,2
1892,1
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,2
1913,1
1914,2
1915,2
1916,0
1917,0
1918,1
1919,2
1920,0
1921,1
1922,0
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,1
1930,1
1931,0
1932,1
1933,1
1934,1
1935,0
1936,0
1937,0
1938,1
1939,0
1940,1
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,2
1949,1
1950,2
1951,1
1952,0
1953,2
1954,1
1955,1
1956,1
1957,0
1958,0
1959,3
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,1
1973,1
1974,0
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,0
1987,2
1988,1
1989,0
1990,0
1991,1
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,0
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,1
2007,0
2008,0
2009,1
2010,0
2011,1
2012,3
2013,1
2014,1
2015,0
2016,0
2017,0
2018,1
2019,1
2020,0
2021,0
2022,0
2023,1
2024,0
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,0
2033,2
2034,2
2035,0
2036,0
2037,0
2038,1
2039,2
2040,3
2041,0
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,0
2049,2
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,0
2057,0
2058,2
2059,1
2060,0
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,2
2070,1
2071,4
2072,0
2073,1
2074,1
2075,0
2076,0
2077,1
2078,2
2079,0
2080,0
2081,1
2082,0
2083,0
2084,1
2085,0
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,0
2093,2
2094,1
2095,1
2096,0
2097,0
2098,1
2099,1
2100,0
2101,1
2102,0
2103,1
2104,0
2105,0
2106,0
2107,1
2108,0
2109,0
2110,1
2111,1
2112,1
2113,0
2114,2
2115,1
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,1
2126,0
2127,1
2128,0
2129,1
2130,1
2131,0
2132,0
2133,2
2134,1
2135,0
2136,1
2137,1
2138,0
2139,0
2140,1
2141,1
2142,1
2143,1
2144,3
2145,0
2146,0
2147,1
2148,1
2149,0
2150,0
2151,0
2152,0
2153,2
2154,1
2155,1
2156,1
2157,0
2158,1
2159,1
2160,0
2161,1
2162,1
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,1
2170,1
2171,1
2172,0
2173,0
2174,1
2175,2
2176,0
2177,1
2178,0
2179,0
2180,0
2181,0
2182,1
2183,1
2184,0
2185,0
2186,0
2187,0
2188,1
2189,0
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,0
2210,1
2211,0
2212,1
2213,0
2214,2
2215,0
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,0
2223,1
2224,0
2225,1
2226,2
2227,1
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,0
2240,0
2241,0
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,0
2249,1
2250,2
2251,0
2252,2
2253,2
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,2
2261,1
2262,0
2263,1
2264,1
2265,1
2266,2
2267,0
2268,0
2269,2
2270,0
2271,1
2272,0
2273,0
2274,1
2275,1
2276,1
2277,1
2278,2
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,2
2286,1
2287,1
2288,1
2289,0
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,1
2308,1
2309,1
2310,0
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,2
2319,0
2320,0
2321,1
2322,0
2323,0
2324,2
2325,1
2326,1
2327,0
2328,0
2329,1
2330,0
2331,1
2332,1
2333,2
2334,0
2335,1
2336,1
2337,0
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,1
2346,1
2347,0
2348,1
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,0
2356,1
2357,1
2358,1
2359,1
2360,0
2361,1
2362,2
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,1
2370,1
2371,1
2372,0
2373,0
2374,1
2375,1
2376,0
2377,0
2378,0
2379,1
2380,0
2381,1
2382,0
2383,0
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,3
2396,0
2397,1
2398,1
2399,1
2400,1
2401,0
2402,2
2403,0
2404,1
2405,0
2406,1
2407,1
2408,0
2409,2
2410,1
2411,1
2412,0
2413,0
2414,1
2415,0
2416,2
2417,1
2418,1
2419,0
2420,1
2421,1
2422,0
2423,1
2424,1
2425,0
2426,0
2427,1
2428,2
2429,0
2430,1
2431,1
2432,0
2433,1
2434,1
2435,0
2436,0
2437,1
2438,1
2439,0
2440,0
2441,1
2442,0
2443,0
2444,0
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,3
2460,1
2461,0
2462,0
2463,1
2464,1
2465,3
2466,1
2467,1
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,1
2479,1
2480,3
2481,0
2482,0
2483,2
2484,1
2485,1
2486,1
2487,0
2488,1
2489,0
2490,0
2491,1
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,2
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,0
2518,0
2519,0
2520,0
2521,1
2522,0
2523,0
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,2
2535,1
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,1
2543,0
2544,1
2545,0
2546,1
2547,1
2548,1
2549,2
2550,1
2551,0
2552,1
2553,1
2554,1
2555,1
2556,0
2557,1
2558,1
2559,0
2560,1
2561,1
2562,2
2563,0
2564,2
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,1
2572,1
2573,1
2574,1
2575,1
2576,0
2577,0
2578,1
2579,1
2580,1
2581,0
2582,0
2583,1
2584,2
2585,1
2586,1
2587,1
2588,0
2589,1
2590,1
2591,1
2592,0
2593,0
2594,0
2595,1
2596,1
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,1
2606,1
2607,1
2608,1
2609,2
2610,1
2611,1
2612,1
2613,1
2614,1
2615,1
2616,1
2617,0
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,1
2627,1
2628,1
2629,1
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,0
2642,0
2643,0
2644,1
2645,1
2646,0
2647,1
2648,1
2649,0
2650,0
2651,1
2652,2
2653,1
2654,1
2655,0
2656,1
2657,1
2658,2
2659,1
2660,1
2661,1
2662,1
2663,0
2664,0
2665,1
2666,1
2667,2
2668,1
2669,0
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,0
2682,0
2683,0
2684,0
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,3
2692,1
2693,0
2694,0
2695,0
2696,0
2697,0
2698,1
2699,2
2700,1
2701,0
2702,1
2703,1
2704,2
2705,1
2706,1
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,0
2730,1
2731,1
2732,1
2733,0
2734,2
2735,1
2736,1
2737,1
2738,1
2739,3
2740,1
2741,0
2742,0
2743,0
2744,0
2745,1
2746,1
2747,2
2748,1
2749,0
2750,1
2751,1
2752,1
2753,2
2754,1
2755,3
2756,0
2757,1
2758,0
2759,1
2760,1
2761,0
2762,1
2763,1
2764,1
2765,1
2766,0
2767,1
2768,0
2769,1
2770,0
2771,1
2772,0
2773,1
2774,1
2775,1
2776,1
2777,1
2778,0
2779,1
2780,0
2781,1
2782,0
2783,0
2784,3
2785,1
2786,1
2787,1
2788,0
2789,0
2790,0
2791,2
2792,1
2793,0
2794,1
2795,1
2796,0
2797,1
2798,0
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,1
2818,1
2819,0
2820,1
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,3
2828,1
2829,1
2830,0
2831,0
2832,1
2833,1
2834,0
2835,0
2836,2
2837,0
2838,1
2839,1
2840,0
2841,0
2842,0
2843,1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,1
2850,0
2851,0
2852,1
2853,1
2854,0
2855,0
2856,1
2857,0
2858,2
2859,3
2860,0
2861,0
2862,1
2863,1
2864,1
2865,1
2866,0
2867,0
2868,0
2869,2
2870,1
2871,0
2872,3
2873,0
2874,1
2875,0
2876,1
2877,1
2878,0
2879,0
2880,1
2881,0
2882,0
2883,1
2884,1
2885,1
2886,1
2887,0
2888,1
2889,1
2890,1
2891,0
2892,1
2893,0
2894,1
2895,0
2896,1
2897,0
2898,1
2899,1
2900,0
2901,0
2902,2
2903,1
2904,2
2905,2
2906,1
2907,0
2908,1
2909,0
2910,0
2911,0
2912,2
2913,1
2914,1
2915,1
2916,0
2917,1
2918,0
2919,0
2920,0
2921,1
2922,1
2923,1
2924,3
2925,0
2926,1
2927,0
2928,1
2929,0
2930,1
2931,0
2932,1
2933,1
2934,0
2935,2
2936,0
2937,0
2938,1
2939,2
2940,1
2941,0
2942,0
2943,2
2944,1
2945,1
2946,1
2947,0
2948,0
2949,1
2950,1
2951,1
2952,1
2953,1
2954,0
2955,1
2956,2
2957,1
2958,3
2959,1
2960,0
2961,1
2962,0
2963,1
2964,0
2965,0
2966,2
2967,1
2968,1
2969,1
2970,1
2971,1
2972,2
2973,0
2974,1
2975,2
2976,0
2977,0
2978,1
2979,1
2980,1
2981,1
2982,1
2983,0
2984,1
2985,0
2986,1
2987,1
2988,2
2989,1
2990,1
2991,0
2992,0
2993,1
2994,0
2995,1
2996,2
2997,1
